,fine_labels,coarse_label
1493,49,10
1494,49,10
1495,49,10
1496,49,10
1497,49,10
1498,49,10
1499,49,10
1500,50,16
1501,50,16
1502,50,16
1503,50,16
1504,50,16
1505,50,16
1506,50,16
1507,50,16
1508,50,16
1509,50,16
1510,50,16
1511,50,16
1512,50,16
1513,50,16
1514,50,16
1515,50,16
1516,50,16
1517,50,16
1518,50,16
1519,50,16
1520,50,16
1521,50,16
1522,50,16
1523,50,16
1524,50,16
1525,50,16
1526,50,16
1527,50,16
1528,50,16
1529,50,16
1530,51,4
1531,51,4
1532,51,4
1533,51,4
1534,51,4
1535,51,4
1536,51,4
1537,51,4
1538,51,4
1539,51,4
1540,51,4
1541,51,4
1542,51,4
1543,51,4
1544,51,4
1545,51,4
1546,51,4
1547,51,4
1548,51,4
1549,51,4
1550,51,4
1551,51,4
1552,51,4
1553,51,4
1554,51,4
1555,51,4
1556,51,4
1557,51,4
1558,51,4
1559,51,4
1560,52,17
1561,52,17
1562,52,17
1563,52,17
1564,52,17
1565,52,17
1566,52,17
1567,52,17
1568,52,17
1569,52,17
1570,52,17
1571,52,17
1572,52,17
1573,52,17
1574,52,17
1575,52,17
1576,52,17
1577,52,17
1578,52,17
1579,52,17
1580,52,17
1581,52,17
1582,52,17
1583,52,17
1584,52,17
1585,52,17
1586,52,17
1587,52,17
1588,52,17
1589,52,17
1590,53,4
1591,53,4
1592,53,4
1593,53,4
1594,53,4
1595,53,4
1596,53,4
1597,53,4
1598,53,4
1599,53,4
1600,53,4
1601,53,4
1602,53,4
1603,53,4
1604,53,4
1605,53,4
1606,53,4
1607,53,4
1608,53,4
1609,53,4
1610,53,4
1611,53,4
1612,53,4
1613,53,4
1614,53,4
1615,53,4
1616,53,4
1617,53,4
1618,53,4
1619,53,4
1620,54,2
1621,54,2
1622,54,2
1623,54,2
1624,54,2
1625,54,2
1626,54,2
1627,54,2
1628,54,2
1629,54,2
1630,54,2
1631,54,2
1632,54,2
1633,54,2
1634,54,2
1635,54,2
1636,54,2
1637,54,2
1638,54,2
1639,54,2
1640,54,2
1641,54,2
1642,54,2
1643,54,2
1644,54,2
1645,54,2
1646,54,2
1647,54,2
1648,54,2
1649,54,2
1650,55,0
1651,55,0
1652,55,0
1653,55,0
1654,55,0
1655,55,0
1656,55,0
1657,55,0
1658,55,0
1659,55,0
1660,55,0
1661,55,0
1662,55,0
1663,55,0
1664,55,0
1665,55,0
1666,55,0
1667,55,0
1668,55,0
1669,55,0
1670,55,0
1671,55,0
1672,55,0
1673,55,0
1674,55,0
1675,55,0
1676,55,0
1677,55,0
1678,55,0
1679,55,0
1680,56,17
1681,56,17
1682,56,17
1683,56,17
1684,56,17
1685,56,17
1686,56,17
1687,56,17
1688,56,17
1689,56,17
1690,56,17
1691,56,17
1692,56,17
1693,56,17
1694,56,17
1695,56,17
1696,56,17
1697,56,17
1698,56,17
1699,56,17
1700,56,17
1701,56,17
1702,56,17
1703,56,17
1704,56,17
1705,56,17
1706,56,17
1707,56,17
1708,56,17
1709,56,17
1710,57,4
1711,57,4
1712,57,4
1713,57,4
1714,57,4
1715,57,4
1716,57,4
1717,57,4
1718,57,4
1719,57,4
1720,57,4
1721,57,4
1722,57,4
1723,57,4
1724,57,4
1725,57,4
1726,57,4
1727,57,4
1728,57,4
1729,57,4
1730,57,4
1731,57,4
1732,57,4
1733,57,4
1734,57,4
1735,57,4
1736,57,4
1737,57,4
1738,57,4
1739,57,4
1740,58,18
1741,58,18
1742,58,18
1743,58,18
1744,58,18
1745,58,18
1746,58,18
1747,58,18
1748,58,18
1749,58,18
1750,58,18
1751,58,18
1752,58,18
1753,58,18
1754,58,18
1755,58,18
1756,58,18
1757,58,18
1758,58,18
1759,58,18
1760,58,18
1761,58,18
1762,58,18
1763,58,18
1764,58,18
1765,58,18
1766,58,18
1767,58,18
1768,58,18
1769,58,18
1770,59,17
1771,59,17
1772,59,17
1773,59,17
1774,59,17
1775,59,17
1776,59,17
1777,59,17
1778,59,17
1779,59,17
1780,59,17
1781,59,17
1782,59,17
1783,59,17
1784,59,17
1785,59,17
1786,59,17
1787,59,17
1788,59,17
1789,59,17
1790,59,17
1791,59,17
1792,59,17
1793,59,17
1794,59,17
1795,59,17
1796,59,17
1797,59,17
1798,59,17
1799,59,17
1800,60,10
1801,60,10
1802,60,10
1803,60,10
1804,60,10
1805,60,10
1806,60,10
1807,60,10
1808,60,10
1809,60,10
1810,60,10
1811,60,10
1812,60,10
1813,60,10
1814,60,10
1815,60,10
1816,60,10
1817,60,10
1818,60,10
1819,60,10
1820,60,10
1821,60,10
1822,60,10
1823,60,10
1824,60,10
1825,60,10
1826,60,10
1827,60,10
1828,60,10
1829,60,10
1830,61,3
1831,61,3
1832,61,3
1833,61,3
1834,61,3
1835,61,3
1836,61,3
1837,61,3
1838,61,3
1839,61,3
1840,61,3
1841,61,3
1842,61,3
1843,61,3
1844,61,3
1845,61,3
1846,61,3
1847,61,3
1848,61,3
1849,61,3
1850,61,3
1851,61,3
1852,61,3
1853,61,3
1854,61,3
1855,61,3
1856,61,3
1857,61,3
1858,61,3
1859,61,3
1860,62,2
1861,62,2
1862,62,2
1863,62,2
1864,62,2
1865,62,2
1866,62,2
1867,62,2
1868,62,2
1869,62,2
1870,62,2
1871,62,2
1872,62,2
1873,62,2
1874,62,2
1875,62,2
1876,62,2
1877,62,2
1878,62,2
1879,62,2
1880,62,2
1881,62,2
1882,62,2
1883,62,2
1884,62,2
1885,62,2
1886,62,2
1887,62,2
1888,62,2
1889,62,2
1890,63,12
1891,63,12
1892,63,12
1893,63,12
1894,63,12
1895,63,12
1896,63,12
1897,63,12
1898,63,12
1899,63,12
1900,63,12
1901,63,12
1902,63,12
1903,63,12
1904,63,12
1905,63,12
1906,63,12
1907,63,12
1908,63,12
1909,63,12
1910,63,12
1911,63,12
1912,63,12
1913,63,12
1914,63,12
1915,63,12
1916,63,12
1917,63,12
1918,63,12
1919,63,12
1920,64,12
1921,64,12
1922,64,12
1923,64,12
1924,64,12
1925,64,12
1926,64,12
1927,64,12
1928,64,12
1929,64,12
1930,64,12
1931,64,12
1932,64,12
1933,64,12
1934,64,12
1935,64,12
1936,64,12
1937,64,12
1938,64,12
1939,64,12
1940,64,12
1941,64,12
1942,64,12
1943,64,12
1944,64,12
1945,64,12
1946,64,12
1947,64,12
1948,64,12
1949,64,12
1950,65,16
1951,65,16
1952,65,16
1953,65,16
1954,65,16
1955,65,16
1956,65,16
1957,65,16
1958,65,16
1959,65,16
1960,65,16
1961,65,16
1962,65,16
1963,65,16
1964,65,16
1965,65,16
1966,65,16
1967,65,16
1968,65,16
1969,65,16
1970,65,16
1971,65,16
1972,65,16
1973,65,16
1974,65,16
1975,65,16
1976,65,16
1977,65,16
1978,65,16
1979,65,16
1980,66,12
1981,66,12
1982,66,12
1983,66,12
1984,66,12
1985,66,12
1986,66,12
1987,66,12
1988,66,12
1989,66,12
1990,66,12
1991,66,12
1992,66,12
1993,66,12
1994,66,12
1995,66,12
1996,66,12
1997,66,12
1998,66,12
1999,66,12
2000,66,12
2001,66,12
2002,66,12
2003,66,12
2004,66,12
2005,66,12
2006,66,12
2007,66,12
2008,66,12
2009,66,12
2010,67,1
2011,67,1
2012,67,1
2013,67,1
2014,67,1
2015,67,1
2016,67,1
2017,67,1
2018,67,1
2019,67,1
2020,67,1
2021,67,1
2022,67,1
2023,67,1
2024,67,1
2025,67,1
2026,67,1
2027,67,1
2028,67,1
2029,67,1
2030,67,1
2031,67,1
2032,67,1
2033,67,1
2034,67,1
2035,67,1
2036,67,1
2037,67,1
2038,67,1
2039,67,1
2040,68,9
2041,68,9
2042,68,9
2043,68,9
2044,68,9
2045,68,9
2046,68,9
2047,68,9
2048,68,9
2049,68,9
2050,68,9
2051,68,9
2052,68,9
2053,68,9
2054,68,9
2055,68,9
2056,68,9
2057,68,9
2058,68,9
2059,68,9
2060,68,9
2061,68,9
2062,68,9
2063,68,9
2064,68,9
2065,68,9
2066,68,9
2067,68,9
2068,68,9
2069,68,9
2070,69,19
2071,69,19
2072,69,19
2073,69,19
2074,69,19
2075,69,19
2076,69,19
2077,69,19
2078,69,19
2079,69,19
2080,69,19
2081,69,19
2082,69,19
2083,69,19
2084,69,19
2085,69,19
2086,69,19
2087,69,19
2088,69,19
2089,69,19
2090,69,19
2091,69,19
2092,69,19
2093,69,19
2094,69,19
2095,69,19
2096,69,19
2097,69,19
2098,69,19
2099,69,19
2100,70,2
2101,70,2
2102,70,2
2103,70,2
2104,70,2
2105,70,2
2106,70,2
2107,70,2
2108,70,2
2109,70,2
2110,70,2
2111,70,2
2112,70,2
2113,70,2
2114,70,2
2115,70,2
2116,70,2
2117,70,2
2118,70,2
2119,70,2
2120,70,2
2121,70,2
2122,70,2
2123,70,2
2124,70,2
2125,70,2
2126,70,2
2127,70,2
2128,70,2
2129,70,2
2130,71,10
2131,71,10
2132,71,10
2133,71,10
2134,71,10
2135,71,10
2136,71,10
2137,71,10
2138,71,10
